CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned
790,France,Female,41,2,126619.27,1,1,0,198224.38,4,DIAMOND,696
627,Germany,Male,27,0,185267.45,2,1,1,77027.34,4,SILVER,606
684,Spain,Male,41,2,119782.72,2,0,0,120284.67,2,GOLD,935
474,France,Male,45,10,0.0,2,0,0,172175.9,4,PLATINUM,792
751,Spain,Female,37,3,99773.85,2,1,0,54865.92,2,PLATINUM,403
773,Spain,Male,63,9,111179.83,1,1,1,93091.02,4,DIAMOND,960
693,Germany,Female,37,6,95900.04,1,1,1,38196.24,5,DIAMOND,936
449,Spain,Female,31,1,113693.0,1,0,0,82796.29,1,GOLD,395
655,Germany,Male,41,8,125561.97,1,0,0,164040.94,3,SILVER,343
577,Germany,Female,43,3,127940.47,1,0,0,125140.72,3,SILVER,839
671,France,Female,34,5,164757.56,1,1,0,110748.88,2,GOLD,965
850,France,Female,46,2,157866.77,1,1,1,18986.12,3,GOLD,482
778,Germany,Female,35,1,151958.19,3,1,1,131238.37,4,GOLD,420
546,Germany,Female,42,9,86351.85,2,1,0,57380.13,2,GOLD,544
575,Spain,Female,37,0,0.0,2,0,0,30114.32,2,GOLD,930
488,France,Female,36,0,0.0,2,1,0,136675.22,2,SILVER,798
491,Germany,Male,19,2,125860.2,1,0,0,129690.5,2,SILVER,894
515,France,Male,40,0,109542.29,1,1,1,166370.81,5,GOLD,312
795,Spain,Male,35,8,0.0,2,1,0,167155.36,2,DIAMOND,708
648,France,Male,23,9,168372.52,1,1,0,134676.72,4,DIAMOND,883
714,Spain,Female,33,10,103121.33,2,1,1,49672.01,4,PLATINUM,830
708,Germany,Male,32,3,151691.44,2,1,1,172810.51,5,SILVER,463
705,Spain,Male,33,7,68423.89,1,1,1,64872.55,1,DIAMOND,660
544,France,Female,64,3,124043.8,1,1,1,111402.97,1,DIAMOND,642
584,France,Male,33,3,0.0,2,0,1,59103.13,3,SILVER,812
696,France,Male,34,9,150856.79,1,0,1,8236.78,3,GOLD,572
756,Germany,Male,36,2,136815.64,1,1,1,170041.95,5,DIAMOND,236
779,Germany,Female,40,2,75470.23,1,1,1,52894.01,1,PLATINUM,921
431,France,Male,63,6,160982.89,1,1,1,168008.17,2,DIAMOND,923
704,France,Male,39,5,0.0,1,1,0,6416.92,1,GOLD,929
807,France,Female,36,4,0.0,2,0,1,147007.33,5,GOLD,461
479,Germany,Female,23,9,123575.51,1,0,1,95148.28,3,GOLD,787
692,Spain,Female,34,4,109699.08,1,1,1,37898.91,2,SILVER,489
716,France,Male,41,9,0.0,1,1,1,113267.48,1,SILVER,237
690,France,Male,29,5,0.0,2,1,0,108577.97,3,PLATINUM,242
767,France,Male,43,1,76408.85,2,1,0,77837.63,2,PLATINUM,307
608,Germany,Male,33,1,102772.67,2,1,0,70705.58,4,DIAMOND,301
685,France,Female,43,1,132667.17,1,1,1,41876.98,3,PLATINUM,943
715,France,Female,41,8,56214.85,2,0,0,92982.61,4,GOLD,790
833,Germany,Male,59,1,130854.59,1,1,1,30722.52,2,SILVER,504
786,Germany,Female,32,2,104336.43,2,0,0,59559.81,3,GOLD,240
672,France,Female,28,6,0.0,1,0,1,8814.69,3,PLATINUM,629
653,France,Male,34,5,118838.75,1,1,1,52820.13,2,GOLD,360
682,France,Male,26,8,0.0,2,1,0,178373.43,3,SILVER,806
670,France,Male,33,8,126679.69,1,1,1,39451.09,4,SILVER,386
493,France,Female,31,3,0.0,1,1,1,176570.28,4,SILVER,808
609,Spain,Male,39,2,139443.75,2,1,0,9234.06,5,SILVER,423
682,France,Male,61,10,73688.2,1,1,1,172141.33,2,SILVER,603
743,Spain,Male,41,7,0.0,1,1,0,163736.09,2,PLATINUM,832
752,France,Female,36,7,0.0,2,1,0,184866.86,1,PLATINUM,777
641,France,Male,57,5,0.0,2,1,1,122449.18,3,SILVER,720
554,Germany,Male,43,5,99906.89,1,0,0,24983.39,3,GOLD,356
681,Spain,Male,33,10,0.0,1,0,0,158336.36,1,PLATINUM,818
739,France,Female,27,6,0.0,1,1,1,57572.38,2,SILVER,746
798,Germany,Female,29,8,80204.11,2,1,0,70223.22,3,SILVER,965
747,France,Male,61,7,155973.13,1,0,1,147554.26,5,GOLD,527
733,Germany,Female,30,1,102452.71,1,1,0,21556.95,5,PLATINUM,950
601,France,Male,29,9,0.0,1,1,1,80393.27,5,GOLD,418
676,Spain,Male,36,1,82729.49,1,1,0,113810.12,5,GOLD,868
755,Germany,Female,38,1,82083.52,1,0,1,10333.78,4,DIAMOND,447
701,Germany,Male,41,0,150844.94,1,0,1,127623.36,4,GOLD,399
605,Spain,Male,33,5,150092.8,1,0,0,71862.79,3,DIAMOND,509
733,France,Male,64,3,0.0,2,1,1,75272.63,3,GOLD,842
743,France,Male,32,9,0.0,2,1,0,175252.78,4,DIAMOND,364
617,Germany,Female,51,10,167273.71,1,0,0,93439.75,3,PLATINUM,539
626,France,Female,34,3,0.0,2,1,1,37870.29,1,SILVER,604
496,France,Male,31,5,0.0,2,1,0,93713.13,3,DIAMOND,836
667,France,Female,48,2,0.0,2,1,1,148608.39,1,SILVER,797
567,France,Female,48,3,0.0,1,1,0,55362.45,5,DIAMOND,546
654,Spain,Female,32,2,0.0,1,1,1,51972.92,5,DIAMOND,580
514,Spain,Male,66,9,0.0,2,1,1,14234.31,5,PLATINUM,383
724,Spain,Male,41,5,0.0,1,0,1,115753.94,5,DIAMOND,540
483,France,Female,30,9,0.0,2,0,0,136356.97,3,PLATINUM,970
607,France,Male,26,1,0.0,1,1,0,29818.2,2,GOLD,543
828,France,Female,41,7,0.0,2,1,0,171378.77,2,PLATINUM,666
702,France,Male,40,3,148556.74,1,0,1,146056.29,2,SILVER,489
479,Spain,Male,37,6,118433.94,1,0,1,160060.9,2,GOLD,956
731,Spain,Female,39,2,126816.18,1,1,1,74850.93,1,SILVER,403
833,France,Female,28,4,136674.51,2,0,0,5278.78,5,GOLD,502
588,Germany,Female,40,10,125534.51,1,1,0,121504.18,5,SILVER,801
793,France,Female,33,0,0.0,1,0,0,175544.02,4,GOLD,987
850,France,Female,35,5,0.0,1,1,1,80992.8,5,PLATINUM,838
710,Spain,Female,75,5,0.0,2,1,1,9376.89,1,GOLD,857
608,France,Male,33,4,0.0,1,0,1,130474.03,1,PLATINUM,381
625,France,Female,45,3,0.0,1,1,1,184474.15,5,GOLD,375
637,Germany,Female,39,3,109698.41,1,1,1,88391.29,2,DIAMOND,416
611,France,Male,38,4,71018.6,2,1,0,2444.29,5,GOLD,824
652,France,Female,74,5,0.0,2,1,1,937.15,5,GOLD,286
646,Germany,Female,36,6,144773.29,2,1,0,53217.3,3,SILVER,246
466,France,Male,26,9,105522.06,1,1,0,10842.46,4,SILVER,887
799,Spain,Female,28,3,142253.65,1,1,0,45042.56,1,SILVER,395
645,Spain,Male,49,2,0.0,2,0,0,10023.15,3,SILVER,553
707,France,Female,55,1,0.0,2,0,1,54409.48,5,GOLD,709
828,Germany,Female,25,7,144351.86,1,1,0,116613.26,1,PLATINUM,603
655,Germany,Female,40,0,81954.6,1,1,1,198798.44,3,SILVER,535
653,France,Female,60,2,120731.39,4,1,1,138160.11,4,GOLD,663
651,Spain,Male,23,4,115636.05,2,1,0,70400.86,5,PLATINUM,710
577,France,Female,34,2,0.0,2,1,1,84033.35,5,PLATINUM,309
563,France,Male,35,3,106250.72,1,0,0,39546.32,4,SILVER,798
558,France,Male,31,7,0.0,1,1,0,198269.08,5,PLATINUM,239
543,Spain,Male,41,5,0.0,2,0,1,143980.29,5,SILVER,370
486,Spain,Male,27,7,0.0,2,1,0,28823.04,4,SILVER,766
679,France,Male,36,6,147733.64,1,0,1,172501.38,5,PLATINUM,982
666,France,Male,40,5,0.0,2,1,0,147878.05,2,PLATINUM,608
791,France,Female,52,7,0.0,1,1,1,122782.5,2,DIAMOND,450
564,France,Female,28,1,0.0,1,1,1,162428.05,3,PLATINUM,434
756,Germany,Female,39,5,149363.12,2,1,1,109098.39,2,DIAMOND,927
611,France,Male,40,1,0.0,2,1,1,102547.56,2,SILVER,991
636,Germany,Male,36,6,96643.32,1,0,0,182059.28,2,DIAMOND,498
562,France,Male,38,5,0.0,1,1,0,115700.2,4,PLATINUM,814
840,Spain,Female,36,6,0.0,2,1,0,141364.27,2,GOLD,429
700,France,Female,32,8,110923.15,2,1,1,161845.81,2,SILVER,635
453,Spain,Female,42,5,0.0,3,1,0,83008.49,1,GOLD,791
547,Germany,Female,30,9,72392.41,1,1,0,77077.14,3,PLATINUM,807
628,France,Female,38,3,0.0,2,1,1,48924.73,3,GOLD,914
638,Spain,Male,41,7,0.0,2,1,0,43889.41,5,DIAMOND,847
498,France,Male,46,1,91857.66,1,1,0,101954.78,5,GOLD,660
668,Spain,Female,30,8,0.0,2,1,0,138465.7,5,PLATINUM,443
847,Spain,Female,37,9,112712.17,1,1,0,116097.26,1,GOLD,355
722,France,Male,46,6,0.0,1,1,1,93917.68,3,GOLD,747
661,Germany,Male,35,2,117212.18,1,1,1,83052.03,3,DIAMOND,821
748,Germany,Female,40,3,103499.09,2,0,0,38153.19,1,SILVER,717
844,France,Male,40,7,113348.14,1,1,0,31904.31,4,SILVER,326
666,Germany,Male,30,3,110153.27,1,0,1,74849.46,2,GOLD,990
606,France,Male,35,2,132164.26,1,0,1,164815.59,3,GOLD,331
628,France,Female,50,4,143054.56,1,0,1,109608.81,5,DIAMOND,306
738,Spain,Male,38,5,177997.07,1,0,1,19233.41,5,PLATINUM,799
675,France,Male,32,1,0.0,3,1,0,85901.09,5,PLATINUM,890
611,France,Male,27,7,0.0,2,1,1,157474.1,2,DIAMOND,231
827,Spain,Female,35,0,0.0,2,0,1,184514.01,3,DIAMOND,520
413,Spain,Male,35,2,0.0,2,1,1,60972.84,1,GOLD,541
586,Germany,Male,37,8,167735.69,2,0,1,104665.79,4,DIAMOND,738
640,France,Male,43,7,132412.38,1,0,0,69584.3,5,SILVER,320
534,France,Female,53,7,0.0,2,1,1,80619.17,5,PLATINUM,850
556,Spain,Male,38,2,115463.16,1,1,0,150679.65,3,SILVER,350
543,Spain,Female,41,4,0.0,1,0,0,194902.16,5,PLATINUM,331
678,Germany,Female,37,8,149000.91,2,1,1,21472.42,5,DIAMOND,257
736,Germany,Female,25,9,81732.88,2,1,0,136497.28,3,PLATINUM,960
618,France,Female,31,4,0.0,2,1,0,29176.04,1,DIAMOND,690
804,France,Female,50,4,0.0,1,1,1,8546.87,2,GOLD,482
609,France,Male,48,1,108019.27,3,1,1,184524.65,5,PLATINUM,559
614,France,Female,41,8,121558.46,1,1,1,598.8,5,SILVER,698
790,Spain,Male,29,3,46057.96,2,1,1,189777.66,3,SILVER,312
627,France,Female,41,6,0.0,3,1,1,138700.75,4,DIAMOND,223
612,Spain,Female,26,4,0.0,2,1,1,179780.74,2,GOLD,516
538,Spain,Male,68,9,0.0,2,1,0,110440.5,3,SILVER,252
606,France,Male,36,1,155655.46,1,1,1,192387.51,4,DIAMOND,1000
658,France,Male,20,7,0.0,2,0,0,187638.34,4,DIAMOND,275
494,France,Male,69,9,93320.8,1,1,1,24489.44,2,SILVER,366
685,France,Female,40,7,0.0,1,1,0,72852.74,4,SILVER,877
499,Spain,Female,53,1,75225.53,2,0,0,144849.1,4,SILVER,424
758,France,Male,26,4,155739.76,1,1,0,171552.02,5,SILVER,757
578,France,Male,39,2,0.0,2,1,0,70563.9,1,GOLD,550
740,France,Female,51,4,0.0,2,1,1,178929.84,4,SILVER,850
694,France,Female,29,5,99713.87,1,0,0,112317.89,1,DIAMOND,385
505,Germany,Male,43,6,127146.68,1,0,0,137565.87,5,GOLD,903
645,Spain,Female,21,1,0.0,2,0,0,28726.07,5,GOLD,469
719,Spain,Male,40,4,128389.12,1,1,1,176091.31,1,DIAMOND,979
608,Spain,Female,41,1,83807.86,1,0,1,112542.58,3,DIAMOND,456
721,Germany,Male,68,4,136525.99,1,0,0,175399.14,4,SILVER,439
632,France,Male,40,3,193354.86,2,1,0,149188.41,4,GOLD,462
552,Germany,Male,33,3,144962.74,1,1,0,58844.84,2,SILVER,554
803,France,Male,33,6,0.0,2,1,0,115676.61,4,SILVER,416
729,France,Male,44,5,0.0,2,0,1,9200.54,4,GOLD,685
755,Germany,Female,30,6,154221.37,2,0,1,62688.55,2,GOLD,356
850,Spain,Male,36,6,0.0,2,0,1,41291.05,2,SILVER,234
560,France,Female,27,5,0.0,2,1,0,131919.48,2,DIAMOND,563
577,Spain,Male,43,3,0.0,2,1,1,135008.92,2,PLATINUM,524
410,France,Male,33,6,125789.69,1,0,0,66333.56,3,DIAMOND,816
599,France,Male,25,6,120383.41,1,1,1,24903.09,5,DIAMOND,648
683,France,Male,30,10,57657.49,1,0,0,79240.9,3,GOLD,905
685,France,Male,20,4,104719.94,2,1,0,38691.34,5,DIAMOND,909
609,Spain,Female,45,4,89122.3,1,1,1,199256.98,3,DIAMOND,573
581,Germany,Male,41,2,127913.71,2,1,1,44205.95,2,SILVER,503
640,France,Male,44,7,111833.47,1,1,0,67202.74,3,PLATINUM,355
713,France,Male,43,5,86394.14,1,1,1,130001.13,3,SILVER,663
676,France,Male,20,1,80569.73,1,0,0,68621.98,3,DIAMOND,381
619,Spain,Female,31,3,141751.82,1,0,1,61531.86,4,DIAMOND,241
452,France,Female,60,6,121730.49,1,1,1,142963.29,3,SILVER,449
445,France,Male,64,2,136770.67,1,0,1,43678.06,3,DIAMOND,650
757,Spain,Male,30,3,145396.49,1,0,1,198341.15,5,PLATINUM,614
710,France,Male,45,1,0.0,2,1,1,36154.66,2,SILVER,829
507,France,Female,31,0,106942.08,1,0,1,44001.11,2,PLATINUM,817
600,Germany,Female,29,6,74430.1,2,1,1,96051.1,2,DIAMOND,366
726,France,Female,34,0,185734.75,1,1,1,102036.82,1,SILVER,691
700,France,Female,34,2,76322.69,1,1,0,128136.29,1,DIAMOND,479
665,Spain,Female,40,1,173432.55,1,0,1,116766.79,5,PLATINUM,870
508,France,Male,44,3,115451.05,2,0,0,67234.33,5,GOLD,654
785,Germany,Female,36,2,99806.85,1,0,1,36976.52,5,PLATINUM,786
787,France,Male,51,0,58137.08,1,0,1,142538.31,5,DIAMOND,456
555,Germany,Female,51,9,138214.5,1,1,0,198715.27,2,SILVER,266
640,Spain,Male,39,3,0.0,1,1,1,105997.25,1,SILVER,540
850,France,Female,41,5,0.0,2,1,1,34827.43,2,GOLD,914
826,France,Female,49,0,0.0,1,0,0,178709.98,4,SILVER,980
603,Germany,Female,35,9,145623.36,1,1,0,163181.62,2,PLATINUM,669
641,Spain,Male,32,7,0.0,2,1,1,24267.28,4,GOLD,652
629,France,Female,39,10,0.0,2,1,1,43174.49,3,DIAMOND,733
486,France,Male,26,2,0.0,2,1,1,31399.4,4,PLATINUM,551
494,Spain,Female,41,2,69974.66,2,1,0,188426.13,4,SILVER,997
483,France,Male,48,1,0.0,2,1,1,110059.38,3,DIAMOND,471
668,Spain,Female,36,3,133686.52,1,1,0,190958.48,3,DIAMOND,668
749,France,Male,37,10,185063.7,2,1,1,134526.87,5,PLATINUM,765
633,Spain,Male,32,5,163340.12,2,1,1,74415.2,2,PLATINUM,527
598,Germany,Male,19,3,150348.37,1,1,1,173784.04,2,SILVER,460
818,Spain,Male,26,4,0.0,2,1,1,167036.94,3,SILVER,261
722,Spain,Male,37,9,0.0,2,1,0,31921.95,4,GOLD,379
544,France,Male,44,1,0.0,2,0,0,69244.24,2,GOLD,926
680,Spain,Female,37,6,124140.57,2,1,0,92826.35,1,GOLD,460
692,France,Male,40,6,163505.16,1,0,0,90424.09,4,DIAMOND,675
609,France,Male,32,7,71872.19,1,1,1,151924.9,2,SILVER,484
656,France,Male,30,3,0.0,2,0,1,17104.0,1,PLATINUM,320
640,France,Female,66,9,116037.76,1,0,1,184636.05,1,DIAMOND,909
635,Spain,Male,29,2,0.0,2,0,0,117173.8,1,GOLD,624
706,Spain,Male,20,8,0.0,2,1,1,12368.11,4,PLATINUM,354
764,France,Female,24,0,0.0,2,1,0,88724.49,3,GOLD,470
630,France,Male,50,1,81947.76,1,0,1,63606.22,1,GOLD,912
692,Germany,Male,53,7,150926.99,2,0,0,119817.19,2,SILVER,357
735,France,Male,49,5,121973.28,1,1,0,148804.36,1,DIAMOND,916
677,Spain,Female,25,8,130866.19,1,1,0,42410.21,5,DIAMOND,236
651,France,Male,34,4,91562.99,1,1,1,123954.15,5,DIAMOND,609
667,Spain,Male,38,1,87202.38,1,1,1,77866.91,5,PLATINUM,955
717,Germany,Female,64,10,98362.35,2,1,1,21630.21,1,SILVER,682
697,Germany,Male,51,1,147910.3,1,1,1,53581.14,4,DIAMOND,639
613,France,Male,42,7,115076.06,1,1,1,79323.61,1,SILVER,589
699,Spain,Male,31,6,114493.68,1,0,0,138396.32,4,DIAMOND,351
768,Germany,Male,48,3,122831.58,1,1,1,24533.89,2,PLATINUM,813
676,Germany,Male,28,1,69459.05,2,1,1,128461.29,4,DIAMOND,917
569,Spain,Female,30,3,139528.23,1,1,1,33230.37,4,SILVER,705
430,France,Female,33,8,0.0,1,1,1,69759.91,2,GOLD,936
695,Spain,Male,56,1,0.0,3,1,0,187734.49,2,DIAMOND,231
414,Spain,Male,60,3,0.0,2,1,1,93844.82,5,DIAMOND,315
644,France,Female,46,9,95441.27,1,1,0,108761.05,1,SILVER,568
472,France,Male,29,8,102490.27,1,0,1,181224.56,4,SILVER,812
636,France,Female,20,10,124266.86,1,0,0,100566.81,5,DIAMOND,606
604,France,Female,40,1,0.0,2,1,0,123207.17,1,PLATINUM,940
618,Germany,Female,40,0,140306.38,1,1,0,160618.61,4,PLATINUM,878
522,Spain,Male,34,9,126436.29,1,1,0,174248.52,3,GOLD,973
555,France,Male,55,4,146798.81,1,1,1,74149.77,2,DIAMOND,537
627,Germany,Male,30,6,112372.96,1,1,1,118029.09,3,GOLD,345
796,France,Male,51,6,0.0,2,0,1,194733.28,1,PLATINUM,804
777,France,Female,32,2,0.0,1,1,0,136458.19,5,SILVER,917
690,Spain,Female,48,2,0.0,2,1,1,3149.1,3,GOLD,712
682,Germany,Male,24,9,57929.81,2,0,0,53134.3,5,SILVER,643
594,Spain,Female,38,10,0.0,2,1,0,58332.91,3,PLATINUM,827
714,France,Female,26,9,89928.99,1,1,0,46203.31,5,DIAMOND,675
758,France,Male,35,7,0.0,2,1,0,77951.84,3,DIAMOND,560
575,France,Male,27,3,139301.68,1,1,0,99843.98,2,DIAMOND,548
556,Germany,Female,31,1,128663.81,2,1,0,125083.29,4,PLATINUM,876
608,Germany,Male,44,7,114203.47,1,1,1,77830.36,4,PLATINUM,268
708,Spain,Female,32,8,187487.63,1,1,1,120115.5,3,GOLD,681
676,France,Female,34,8,82909.14,1,1,0,91817.38,1,GOLD,502
618,France,Male,37,2,168178.21,2,0,1,101273.23,1,SILVER,576
517,Spain,Female,29,5,0.0,2,1,0,103402.88,1,PLATINUM,584
636,France,Female,35,2,0.0,2,1,1,23129.46,5,DIAMOND,798
583,Germany,Female,41,5,77647.6,1,1,0,190429.52,2,DIAMOND,866
496,Germany,Female,55,4,125292.53,1,1,1,31532.96,1,DIAMOND,726
633,Germany,Male,42,3,126041.02,1,0,1,11796.89,5,GOLD,922
727,Germany,Male,34,2,146407.11,1,1,1,72073.72,2,GOLD,647
596,France,Male,36,2,0.0,2,1,1,12067.39,4,SILVER,933
850,France,Male,41,3,136416.82,1,0,1,57844.26,2,GOLD,264
546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1,PLATINUM,562
619,France,Female,35,8,132292.63,1,1,0,65682.93,1,DIAMOND,508
728,France,Female,59,4,0.0,1,1,1,163365.85,5,GOLD,296
540,Germany,Male,37,3,129965.18,1,0,0,19374.08,5,SILVER,502
653,Spain,Male,35,6,116662.96,2,1,1,23864.21,2,DIAMOND,262
681,France,Female,43,8,154100.3,1,0,0,114659.81,5,DIAMOND,302
633,France,Male,31,1,0.0,1,1,0,48606.71,3,GOLD,804
602,France,Female,35,5,0.0,2,1,0,31050.02,5,DIAMOND,414
358,Spain,Female,52,8,143542.36,3,1,0,141959.11,4,SILVER,976
743,France,Female,73,6,0.0,2,0,1,107867.38,4,GOLD,538
792,Germany,Female,29,4,107601.79,1,1,0,18922.18,1,DIAMOND,510
496,France,Male,30,0,90963.49,1,0,1,27802.0,3,DIAMOND,333
733,Germany,Female,33,7,187257.94,1,0,1,190430.81,2,DIAMOND,356
663,Germany,Female,29,4,102714.65,2,0,0,21170.81,4,PLATINUM,368
538,France,Male,37,1,134752.08,1,1,0,162511.55,2,SILVER,710
670,France,Male,33,1,0.0,2,1,1,86413.11,3,DIAMOND,898
582,Germany,Male,26,6,114450.32,1,1,1,14081.64,2,SILVER,480
662,France,Female,38,2,96479.81,1,1,0,120259.41,2,GOLD,859
589,France,Male,36,1,100895.54,1,1,1,68075.14,3,PLATINUM,967
525,France,Male,35,7,165358.77,1,0,1,94738.54,2,DIAMOND,694
608,France,Female,34,4,88772.87,1,1,1,168822.01,1,GOLD,626
744,Spain,Male,34,3,0.0,2,1,0,27244.35,2,PLATINUM,764
713,Spain,Male,38,6,116980.78,2,0,1,76038.38,3,GOLD,503
520,Germany,Male,61,8,133802.29,2,1,1,90304.01,3,GOLD,756
568,Spain,Female,27,1,116320.68,1,0,1,45563.94,4,DIAMOND,376
657,Germany,Male,57,8,107174.58,1,1,1,126369.55,2,SILVER,288
656,France,Male,40,2,0.0,2,1,1,180553.48,1,SILVER,409
588,Germany,Male,41,2,131341.46,2,0,1,7034.94,2,PLATINUM,306
641,France,Male,50,6,153590.73,2,1,1,130910.78,4,SILVER,656
691,Spain,Male,40,1,0.0,2,1,1,145613.17,2,DIAMOND,878
667,France,Male,41,6,0.0,2,0,0,167181.77,2,PLATINUM,298
628,Germany,Male,38,10,113525.84,1,1,0,46044.48,5,PLATINUM,491
736,Spain,Female,28,2,0.0,2,1,1,117431.1,3,PLATINUM,457
589,France,Female,31,10,110635.32,1,1,0,148218.86,5,SILVER,728
705,Germany,Female,43,7,79974.55,1,1,1,103108.33,1,SILVER,475
740,France,Female,37,9,0.0,2,1,1,73225.31,3,PLATINUM,658
716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1,GOLD,388
540,Germany,Male,39,4,127278.31,1,1,1,16150.34,3,DIAMOND,572
652,Spain,Female,42,3,83492.07,2,1,0,37914.12,1,PLATINUM,343
640,Spain,Female,46,8,0.0,2,1,0,89043.19,1,GOLD,429
584,Germany,Female,31,6,152622.34,1,1,0,99298.8,5,DIAMOND,445
642,Germany,Female,19,3,113905.48,1,1,1,176137.2,5,PLATINUM,893
599,Spain,Female,28,4,126833.79,2,1,0,60843.09,5,PLATINUM,252
765,Germany,Female,46,8,119492.88,2,0,1,166896.01,5,GOLD,453
670,Spain,Female,57,3,175575.95,2,1,0,99061.75,5,DIAMOND,843
473,France,Female,35,6,69617.36,1,1,0,143345.69,1,PLATINUM,959
837,Germany,Male,37,6,94001.61,2,1,0,140723.05,2,SILVER,594
726,Germany,Female,51,8,107494.86,2,1,0,140937.91,2,PLATINUM,794
553,France,Male,31,6,0.0,2,0,0,124596.63,2,SILVER,741
527,Spain,Male,33,9,132168.28,1,0,0,98734.15,3,GOLD,399
475,France,Female,46,10,0.0,2,0,0,122953.0,3,DIAMOND,800
551,Spain,Male,49,1,150777.72,2,1,1,135757.27,5,PLATINUM,986
805,France,Male,39,2,0.0,1,0,0,166650.32,1,PLATINUM,417
534,France,Male,62,2,0.0,2,0,0,42763.12,2,SILVER,589
601,Spain,Female,41,3,0.0,2,1,0,54342.83,5,PLATINUM,560
678,France,Female,48,2,0.0,2,1,1,32301.88,2,GOLD,870
641,Germany,Female,37,7,62974.64,2,0,1,39016.43,1,GOLD,513
784,Spain,Female,42,2,109052.04,2,1,0,6409.55,5,GOLD,985
488,France,Female,31,8,97588.6,1,0,0,124210.53,2,SILVER,712
621,France,Male,47,0,0.0,1,1,1,133831.37,2,DIAMOND,704
734,Spain,Female,37,0,152760.24,1,1,1,48990.5,4,DIAMOND,763
641,France,Female,53,0,123835.52,2,0,1,160110.65,5,SILVER,223
823,France,Male,37,5,164858.18,1,1,1,173516.71,5,DIAMOND,970
627,Germany,Male,28,5,71097.23,1,1,1,130504.49,2,DIAMOND,621
683,France,Female,73,8,137732.23,2,1,1,133210.44,4,PLATINUM,959
665,France,Female,34,5,67816.72,1,1,1,29641.58,5,SILVER,310
588,Germany,Female,35,1,103060.63,1,1,0,179866.01,5,DIAMOND,697
671,Germany,Male,45,6,99564.22,1,1,1,108872.45,3,PLATINUM,901
694,France,Male,36,3,97530.25,1,1,1,117140.41,5,SILVER,522
524,Germany,Female,37,9,127480.58,2,1,0,179634.69,2,SILVER,512
596,Spain,Male,32,4,0.0,2,0,1,146504.35,3,PLATINUM,826
586,Germany,Male,38,2,136858.42,1,0,1,189143.94,2,DIAMOND,840
646,Germany,Male,39,9,111574.41,1,1,1,30838.51,2,PLATINUM,525
478,Spain,Male,48,0,83287.05,2,0,1,44147.95,2,GOLD,706
650,Spain,Male,32,1,132187.73,2,1,1,178331.36,2,PLATINUM,960
794,France,Female,41,7,0.0,2,1,1,74275.08,2,GOLD,266
613,France,Female,29,6,185709.28,2,1,1,77242.19,2,SILVER,784
777,France,Male,37,1,0.0,1,1,1,126837.72,2,SILVER,472
528,France,Male,34,1,125566.9,1,1,1,176763.27,5,PLATINUM,777
487,Germany,Female,46,4,135070.58,2,1,1,44244.49,2,PLATINUM,400
616,France,Male,59,5,153861.1,1,1,1,17699.48,4,SILVER,681
680,France,Male,32,5,92961.61,1,1,0,116957.6,1,GOLD,618
707,France,Male,32,9,0.0,2,0,0,30807.02,4,DIAMOND,263
629,France,Male,40,9,0.0,1,1,0,106.67,3,PLATINUM,558
457,France,Female,38,7,164496.99,1,1,1,163327.27,3,SILVER,929
510,France,Female,26,6,136214.08,1,0,0,159742.33,2,PLATINUM,853
592,France,Male,37,4,212692.97,1,0,0,176395.02,1,GOLD,232
593,France,Female,41,6,0.0,1,1,0,65170.66,1,SILVER,939
771,Spain,Female,67,8,0.0,2,1,1,51219.8,1,GOLD,352
581,Spain,Male,49,10,0.0,2,0,0,41623.59,1,GOLD,242
760,France,Male,38,6,162888.73,1,1,0,91098.76,2,GOLD,528
821,France,Female,28,8,0.0,1,1,1,36754.13,5,GOLD,845
608,Spain,Male,48,7,75801.74,1,1,0,125762.95,4,PLATINUM,964
700,France,Female,44,2,58781.76,1,1,0,16874.92,3,PLATINUM,785
807,Germany,Female,31,1,93460.47,2,0,0,172782.69,5,PLATINUM,597
802,Germany,Female,41,4,90757.64,2,0,1,169183.66,5,PLATINUM,458
639,France,Female,42,4,0.0,2,0,0,167682.37,2,GOLD,968
602,Germany,Female,48,7,76595.08,2,0,0,127095.14,3,PLATINUM,558
815,France,Female,56,3,0.0,3,1,1,94248.16,3,GOLD,688
751,France,Female,44,10,0.0,2,1,0,170634.49,1,SILVER,283
850,France,Female,42,9,113311.11,1,1,1,198193.75,1,SILVER,988
679,France,Female,43,4,0.0,3,1,0,115136.51,2,DIAMOND,961
682,France,Male,28,10,200724.96,1,0,1,82872.64,2,SILVER,503
681,France,Female,79,0,0.0,2,0,1,170968.99,5,DIAMOND,333
533,Germany,Male,43,4,80442.06,2,0,1,12537.42,2,SILVER,593
811,France,Female,35,7,0.0,1,1,1,178.19,5,SILVER,997
418,France,Male,34,8,155973.88,1,1,0,154208.96,4,GOLD,777
505,Germany,Male,43,5,136855.94,2,1,0,171070.52,1,SILVER,650
556,Germany,Female,43,4,125890.72,1,1,1,74854.97,3,PLATINUM,285
850,Spain,Male,31,6,82613.56,2,1,0,149170.92,2,DIAMOND,791
